,identificador,fecha_prestamo,estado_prestamo,riesgo_prestamo,clasificacion_estado_prestamo,duracion_prestamo_meses,grado,sub_grado,grado_codificado,sub_grado_codificado,estado_verificacion,estado_verificacion_imputado,estado_verificacion_binario,estado_direccion,regiones_direccion,prestamo_aceptado_EUR,interes_prestamo,pago_mensual_EUR,pago_efectuado_EUR,interes_prestamo_imputado,duracion_prestamo_meses_imputado,pago_mensual_imputado_EUR,pago_efectuado_imputado_EUR,prestamo_aceptado_USD,pago_mensual_USD,pago_efectuado_USD,pago_mensual_imputado_USD,pago_efectuado_imputado_USD,prestamo_aceptado_USD_imputado,pago_mensual_USD_imputado,pago_efectuado_USD_imputado,pago_mensual_imputado_USD_imputado,pago_efectuado_imputado_USD_imputado
2436,46134820,4,Current,Bajo,Positivo,36,C,C5,2,14,Not Verified,Not Verified,Negativo,NY,east,1800,13.99,61.52,490.76,13.99,36,61.51099149,490.76,2000.57795,68.37530862,545.4464639,68.36529627,545.4464639,2000.57795,68.37530862,545.4464639,68.36529627,545.4464639
2437,46134999,5,Fully Paid,Bajo,Positivo,36,D,D3,3,17,Verified,Verified,Positivo,CA,west,35000,16.99,1247.68,36730.25,16.99,36,1247.671281,36730.25,38361.20844,1367.500358,40257.62218,1367.490802,40257.62218,38361.20844,1367.500358,40257.62218,1367.490802,40257.62218
2438,46135229,4,Current,Bajo,Positivo,36,D,D4,3,18,Source Verified,Source Verified,Positivo,ENE,RNE,3500,17.57,125.78,1002.82,17.57,36,125.7796835,1002.82,3890.012681,139.7959415,1114.566433,139.7955896,1114.566433,3890.012681,139.7959415,1114.566433,139.7955896,1114.566433
2439,46135267,4,Current,Bajo,Positivo,36,A,A5,0,4,Not Verified,Not Verified,Negativo,MD,south,8000,7.891312531,250.29,1998.81,7.891312531,36,250.29,1998.81,8891.457558,278.180364,2221.541785,278.180364,2221.541785,8891.457558,278.180364,2221.541785,278.180364,2221.541785
2440,46144276,4,Current,Bajo,Positivo,60,C,C4,2,13,Not Verified,Not Verified,Negativo,MD,south,12000,13.99,279.16,2214.63,13.99,60,279.1568016,2214.63,13337.18634,310.2674115,2461.411081,310.2638567,2461.411081,13337.18634,310.2674115,2461.411081,310.2638567,2461.411081
2441,46144311,4,Current,Bajo,Positivo,36,B,B1,1,5,Source Verified,Source Verified,Positivo,MO,midwest,4500,8.18114834,141.39,1268.42,8.18114834,36,141.39,1268.42,5001.444876,157.145398,1409.762824,157.145398,1409.762824,5001.444876,157.145398,1409.762824,157.145398,1409.762824
2442,46145070,5,Current,Bajo,Positivo,36,C,C3,2,12,Source Verified,Source Verified,Positivo,MD,south,23975,13.33,811.6285576,6475.29,13.33,36,811.6285576,6475.29,26277.42778,889.572922,7097.141411,889.572922,7097.141411,26277.42778,889.572922,7097.141411,889.572922,7097.141411
2443,46154151,4,Current,Bajo,Positivo,36,D,D2,3,16,Source Verified,Source Verified,Positivo,OH,midwest,10000,16.55,354.3,3199.4,16.55,36,354.2917229,3199.4,11114.32195,393.7804266,3555.916164,393.7712271,3555.916164,11114.32195,393.7804266,3555.916164,393.7712271,3555.916164
2444,46154173,4,In Grace Period,Intermedio,Positivo,36,B,B5,1,9,Not Verified,Not Verified,Negativo,PA,east,14000,11.5309212,461.87,3685.99,11.5309212,36,461.87,3685.99,15560.05073,513.3371878,4096.727955,513.3371878,4096.727955,15560.05073,513.3371878,4096.727955,513.3371878,4096.727955
2445,46154331,4,Current,Bajo,Positivo,36,D,D4,3,18,Source Verified,Source Verified,Positivo,MI,midwest,11000,17.57,395.31,,17.57,36,395.3075766,2479.138449,12225.75414,439.3602609,,439.3575674,2755.394287,12225.75414,439.3602609,,439.3575674,2755.394287
2446,46154465,4,Fully Paid,Bajo,Positivo,36,C,C5,2,14,Source Verified,Source Verified,Positivo,TX,south,7200,14.65,248.36,7879.29,14.65,36,248.358078,7879.29,8002.311802,276.0352999,8757.296577,276.0331637,8757.296577,8002.311802,276.0352999,8757.296577,276.0331637,8757.296577
2447,46154889,4,Current,Bajo,Positivo,36,C,C2,2,11,Source Verified,Source Verified,Positivo,GA,south,14900,12.69028264,499.82,4487.88,12.69028264,36,499.82,4487.88,16560.3397,555.5160396,4987.974318,555.5160396,4987.974318,16560.3397,555.5160396,4987.974318,555.5160396,4987.974318
2448,46155393,4,Current,Bajo,Positivo,36,C,C4,2,13,Verified,Verified,Positivo,MA,east,9025,13.99,308.41,2761.66,13.99,36,308.4092768,2761.66,10030.67556,342.7768032,3069.397835,342.7759994,3069.397835,10030.67556,342.7768032,3069.397835,342.7759994,3069.397835
2449,46155555,4,Current,Bajo,Positivo,60,B,B3,1,7,Not Verified,Not Verified,Negativo,CA,west,18000,9.990198352,382.36,3073.86,9.990198352,60,382.36,3073.86,20005.7795,424.967214,3416.386966,424.967214,3416.386966,20005.7795,424.967214,3416.386966,424.967214,3416.386966
2450,46155767,4,Current,Bajo,Positivo,60,E,E3,4,22,Source Verified,Source Verified,Positivo,FL,south,12225,19.52,320.64,2551.86,19.52,60,320.6313501,2551.86,13587.25858,356.3696189,2836.21936,356.3600051,2836.21936,13587.25858,356.3696189,2836.21936,356.3600051,2836.21936
2451,46165068,4,Current,Bajo,Positivo,36,E,E1,4,20,Verified,Verified,Positivo,VA,south,27575,18.25,1000.37,8947.41,18.25,36,1000.363959,8947.41,30647.74277,1111.843425,9944.439533,1111.83671,9944.439533,30647.74277,1111.843425,9944.439533,1111.83671,9944.439533
2452,46165167,4,Current,Bajo,Positivo,60,A,A5,0,4,Source Verified,Source Verified,Positivo,VA,south,12000,7.890786244,242.69,,7.890786244,60,242.69,2066.664801,13337.18634,269.7334793,,269.7334793,2296.957796,13337.18634,269.7334793,,269.7334793,2296.957796
2453,46165247,0,Current,Bajo,Positivo,60,C,C1,2,10,Not Verified,Not Verified,Negativo,MN,midwest,14000,12.2903095,313.48,2498.28,12.2903095,60,313.48,2498.28,,,,,,16938.0796,379.2677994,3022.576107,379.2677994,3022.576107
2454,46174679,5,Current,Bajo,Positivo,60,E,E3,4,22,Verified,Verified,Positivo,ENE,RNE,15600,19.52,409.15,3256.28,19.52,60,409.1492074,3256.28,17098.13862,448.4425267,3568.995309,448.441658,3568.995309,17098.13862,448.4425267,3568.995309,448.441658,3568.995309
2455,46174780,4,Current,Bajo,Positivo,36,D,D2,3,16,Source Verified,Source Verified,Positivo,NM,west,7700,16.55,272.81,2441.13,16.55,36,272.8046266,2441.13,8558.027899,303.209817,2713.150473,303.2038449,2713.150473,8558.027899,303.209817,2713.150473,303.2038449,2713.150473
2456,46175060,4,Current,Bajo,Positivo,36,B,B4,1,8,Verified,Verified,Positivo,TX,south,7500,10.99144656,245.51,1976.61,10.99144656,36,245.51,1976.61,8335.74146,272.8677181,2196.86799,272.8677181,2196.86799,8335.74146,272.8677181,2196.86799,272.8677181,2196.86799
2457,46175132,4,Current,Bajo,Positivo,36,A,A1,0,0,No especificado,Not Verified,Negativo,MI,midwest,25000,5.930374456,759.76,6821.37,5.930374456,36,759.76,6821.37,27785.80487,844.4217243,7581.49023,844.4217243,7581.49023,27785.80487,844.4217243,7581.49023,844.4217243,7581.49023
2458,46184395,4,Current,Bajo,Positivo,36,B,B2,1,6,Not Verified,Not Verified,Negativo,MD,south,10000,9.170189035,318.79,2984.02,9.170189035,36,318.79,2984.02,11114.32195,354.3134694,3316.535898,354.3134694,3316.535898,11114.32195,354.3134694,3316.535898,354.3134694,3316.535898
2459,46185631,5,Current,Bajo,Positivo,36,B,B2,1,6,Verified,Verified,Positivo,MI,midwest,15000,9.170904174,478.19,3817.88,9.170904174,36,478.19,3817.88,16440.5179,524.1127504,4184.528299,524.1127504,4184.528299,16440.5179,524.1127504,4184.528299,524.1127504,4184.528299
2460,46194519,4,Current,Bajo,Positivo,36,B,B3,1,7,Source Verified,Source Verified,Positivo,NY,east,24000,9.990016072,774.3,6942.06,9.990016072,36,774.3,6942.06,26674.37267,860.5819484,7715.628982,860.5819484,7715.628982,26674.37267,860.5819484,7715.628982,860.5819484,7715.628982
2461,46194536,4,Current,Bajo,Positivo,60,B,B5,1,9,Not Verified,Not Verified,Negativo,WI,midwest,16000,11.53090367,352.13,2796.54,11.53090367,60,352.13,2796.54,17782.91512,391.3686187,3108.16459,391.3686187,3108.16459,17782.91512,391.3686187,3108.16459,391.3686187,3108.16459
2462,46194884,4,Current,Bajo,Positivo,36,A,A5,0,4,Not Verified,Not Verified,Negativo,TX,south,7200,7.891011171,225.26,2024.18,7.891011171,36,225.26,2024.18,8002.311802,250.3612162,2249.73882,250.3612162,2249.73882,8002.311802,250.3612162,2249.73882,250.3612162,2249.73882
2463,46194951,4,Current,Bajo,Positivo,36,H,H1,7,35,Source Verified,Source Verified,Positivo,NY,east,20000,9.990016072,645.25,5796.15,9.990016072,36,645.25,5796.15,22228.64389,717.1516236,6442.027715,717.1516236,6442.027715,22228.64389,717.1516236,6442.027715,717.1516236,6442.027715
2464,46195094,4,Current,Bajo,Positivo,36,F,F2,5,26,Verified,Verified,Positivo,VA,south,3725,23.99,146.13,1193.86,23.99,36,146.1228183,1193.86,4140.084925,162.4135866,1326.89444,162.4056047,1326.89444,4140.084925,162.4135866,1326.89444,162.4056047,1326.89444
2465,46195495,4,Current,Bajo,Positivo,36,B,B2,1,6,Not Verified,Not Verified,Negativo,CT,east,5000,9.172334439,159.4,1429.51,9.172334439,36,159.4,1429.51,5557.160974,177.1622918,1588.803437,177.1622918,1588.803437,5557.160974,177.1622918,1588.803437,177.1622918,1588.803437
2466,46204936,4,Current,Bajo,Positivo,36,A,A4,0,3,Source Verified,Source Verified,Positivo,MI,midwest,25000,6.920584916,771.02,,6.920584916,36,771.02,6562.543312,27785.80487,856.9364508,,856.9364508,7293.821916,27785.80487,856.9364508,,856.9364508,7293.821916
2467,46204962,4,Current,Bajo,Positivo,36,A,A3,0,2,Source Verified,Source Verified,Positivo,TX,south,7000,6.680943809,215.12,1930.88,6.680943809,36,215.12,1930.88,7780.025363,239.0912937,2146.042196,239.0912937,2146.042196,7780.025363,239.0912937,2146.042196,239.0912937,2146.042196
2468,46205485,5,Current,Bajo,Positivo,60,B,B2,1,6,Source Verified,Source Verified,Positivo,KY,south,25600,9.170116823,533.53,4255.2,9.170116823,60,533.53,4255.2,28058.48389,584.7673011,4663.846119,584.7673011,4663.846119,28058.48389,584.7673011,4663.846119,584.7673011,4663.846119
2469,46205530,5,Current,Bajo,Positivo,60,B,B1,1,5,Source Verified,Source Verified,Positivo,OK,south,21600,8.180654338,439.84,3499.09,8.180654338,60,439.84,3499.09,23674.34578,482.0798263,3835.123452,482.0798263,3835.123452,23674.34578,482.0798263,3835.123452,482.0798263,3835.123452
2470,46205626,0,Current,Bajo,Positivo,36,B,B1,1,5,Not Verified,Not Verified,Negativo,WY,west,12000,8.18114834,377.04,3035.41,8.18114834,36,377.04,3035.41,,,,,,14518.35394,456.1666808,3672.429728,456.1666808,3672.429728
2471,46205892,4,Current,Bajo,Positivo,60,C,C1,2,10,Source Verified,Source Verified,Positivo,FL,south,20000,12.29045032,447.83,4016.81,12.29045032,60,447.83,4016.81,22228.64389,497.7326798,4464.411954,497.7326798,4464.411954,22228.64389,497.7326798,4464.411954,497.7326798,4464.411954
2472,46206018,4,Current,Bajo,Positivo,36,D,D4,3,18,Verified,Verified,Positivo,NY,east,2300,17.57,82.66,669.27,17.57,36,82.65522056,669.27,2556.294048,91.87098521,743.848225,91.86567319,743.848225,2556.294048,91.87098521,743.848225,91.86567319,743.848225
2473,46214485,4,Current,Bajo,Positivo,36,C,C5,2,14,Source Verified,Source Verified,Positivo,MN,midwest,15000,13.33,507.8,4051.29,13.33,36,507.7968035,4051.29,16671.48292,564.3852685,4502.734136,564.3817158,4502.734136,16671.48292,564.3852685,4502.734136,564.3817158,4502.734136
2474,46215097,4,Current,Bajo,Positivo,36,C,C4,2,13,Source Verified,Source Verified,Positivo,PA,east,15000,13.99,512.6,4089.14,13.99,36,512.5915958,4089.14,16671.48292,569.720143,4544.801845,569.7108023,4544.801845,16671.48292,569.720143,4544.801845,569.7108023,4544.801845
2475,46224156,4,Current,Bajo,Positivo,36,B,B3,1,7,Verified,Verified,Positivo,FL,south,24000,9.990016072,774.3,6181.08,9.990016072,36,774.3,6181.08,26674.37267,860.5819484,6869.85131,860.5819484,6869.85131,26674.37267,860.5819484,6869.85131,860.5819484,6869.85131
2476,46224326,4,Current,Bajo,Positivo,36,B,B2,1,6,Source Verified,Source Verified,Positivo,TX,south,12000,9.170546605,382.55,3436.84,9.170546605,36,382.55,3436.84,13337.18634,425.1783861,3819.814624,425.1783861,3819.814624,13337.18634,425.1783861,3819.814624,425.1783861,3819.814624
2477,46224446,5,Current,Bajo,Positivo,60,D,D3,3,17,Source Verified,Source Verified,Positivo,PA,east,24000,16.99,596.3327792,4725.41,16.99,60,596.3327792,4725.41,26304.82864,653.6013155,5179.212513,653.6013155,5179.212513,26304.82864,653.6013155,5179.212513,653.6013155,5179.212513
2478,46224607,4,No especificado,No especificado,Negativo,36,C,C1,2,10,Verified,Verified,Positivo,TX,south,23625,12.29049657,787.97,6400.54,12.29049657,36,787.97,6400.54,26257.5856,875.7752265,7113.76622,875.7752265,7113.76622,26257.5856,875.7752265,7113.76622,875.7752265,7113.76622
2479,46234587,4,Current,Bajo,Positivo,36,E,E1,4,20,Not Verified,Not Verified,Negativo,WI,midwest,4600,18.25,166.88,1497.26,18.25,36,166.8784845,1497.26,5112.588096,185.4758047,1664.102968,185.4741203,1664.102968,5112.588096,185.4758047,1664.102968,185.4741203,1664.102968
2480,46234823,4,Current,Bajo,Positivo,36,D,D1,3,15,Source Verified,Source Verified,Positivo,NC,south,5000,15.61,174.83,1569.13,15.61,36,174.8239639,1569.13,5557.160974,194.3116906,1743.9816,194.3049819,1743.9816,5557.160974,194.3116906,1743.9816,194.3049819,1743.9816
2481,46234836,4,Current,Bajo,Positivo,60,E,E2,4,21,Verified,Verified,Positivo,AZ,west,16000,18.84,413.65,3706.1,18.84,60,413.6414791,3706.1,17782.91512,459.7439273,4119.078857,459.7344569,4119.078857,17782.91512,459.7439273,4119.078857,459.7344569,4119.078857
2482,46244273,4,Current,Bajo,Positivo,36,B,B2,1,6,Source Verified,Source Verified,Positivo,CA,west,7200,9.170546605,229.53,2058.43,9.170546605,36,229.53,2058.43,8002.311802,255.1070317,2287.805373,255.1070317,2287.805373,8002.311802,255.1070317,2287.805373,255.1070317,2287.805373
2483,46244338,4,Current,Bajo,Positivo,36,B,B3,1,7,Verified,Verified,Positivo,VA,south,32000,9.990016072,1032.4,9256.08,9.990016072,36,1032.4,9256.08,35565.83023,1147.442598,10287.50531,1147.442598,10287.50531,35565.83023,1147.442598,10287.50531,1147.442598,10287.50531
2484,46244497,4,Current,Bajo,Positivo,60,D,D2,3,16,Source Verified,Source Verified,Positivo,GA,south,17500,16.55,430.7,3867.99,16.55,60,430.6969643,3867.99,19450.06341,478.6938463,4299.008615,478.6904723,4299.008615,19450.06341,478.6938463,4299.008615,478.6904723,4299.008615
2485,46244566,4,Current,Bajo,Positivo,36,A,A4,0,3,Not Verified,Not Verified,Negativo,MI,midwest,7800,6.921078778,240.56,2159.04,6.921078778,36,240.56,2159.04,8669.171119,267.3661288,2399.626566,267.3661288,2399.626566,8669.171119,267.3661288,2399.626566,267.3661288,2399.626566
2486,46245263,4,Current,Bajo,Positivo,36,A,A2,0,1,Source Verified,Source Verified,Positivo,LA,south,7000,6.392286746,214.2,1922.83,6.392286746,36,214.2,1922.83,7780.025363,238.0687761,2137.095167,238.0687761,2137.095167,7780.025363,238.0687761,2137.095167,238.0687761,2137.095167
2487,46245604,0,Current,Bajo,Positivo,36,A,A3,0,2,Source Verified,Source Verified,Positivo,CA,west,32000,6.680552122,983.4,7855.32,6.680552122,36,983.4,7855.32,,,,,,38715.6105,1189.779105,9503.859672,1189.779105,9503.859672
2488,46254202,4,Current,Bajo,Positivo,36,A,A4,0,3,Verified,Verified,Positivo,NJ,east,18000,6.920049895,555.13,6032.33,6.920049895,36,555.13,6032.33,20005.7795,616.9893542,6704.525771,616.9893542,6704.525771,20005.7795,616.9893542,6704.525771,616.9893542,6704.525771
2489,46254947,4,Fully Paid,Bajo,Positivo,36,D,D4,3,18,Not Verified,Not Verified,Negativo,CA,west,2200,17.57771394,79.07,2351.95,17.57771394,36,79.07,2351.95,2445.150828,87.88094364,2614.03295,87.88094364,2614.03295,2445.150828,87.88094364,2614.03295,87.88094364,2614.03295
2490,46255263,4,No especificado,No especificado,Negativo,36,C,C2,2,11,Source Verified,Source Verified,Positivo,AZ,west,7200,12.6920871,241.53,1927.16,12.6920871,36,241.53,1927.16,8002.311802,268.444218,2141.907668,268.444218,2141.907668,8002.311802,268.444218,2141.907668,268.444218,2141.907668
2491,46264350,4,Current,Bajo,Positivo,60,B,B1,1,5,Source Verified,Source Verified,Positivo,NV,west,28000,8.18043379,570.16,5118.72,8.18043379,60,570.16,5118.72,31120.10145,633.6941801,5689.110204,633.6941801,5689.110204,31120.10145,633.6941801,5689.110204,633.6941801,5689.110204
2492,46264539,5,Current,Bajo,Positivo,36,D,D3,3,17,No especificado,Not Verified,Negativo,FL,south,25000,16.99,891.2,7082.41,16.99,36,891.1937721,7082.41,27400.86317,976.7859703,7762.565893,976.7791443,7762.565893,27400.86317,976.7859703,7762.565893,976.7791443,7762.565893
2493,46264664,4,Current,Bajo,Positivo,36,A,A5,0,4,Not Verified,Not Verified,Negativo,TX,south,11200,7.890150138,350.4,3148.69,7.890150138,36,350.4,3148.69,12448.04058,389.445841,3499.555437,389.445841,3499.555437,12448.04058,389.445841,3499.555437,389.445841,3499.555437
2494,46274721,4,Current,Bajo,Positivo,36,D,D4,3,18,Not Verified,Not Verified,Negativo,NY,east,3200,17.57,115,916.88,17.57,36,114.9985677,916.88,3556.583023,127.8147024,1019.049951,127.8131105,1019.049951,3556.583023,127.8147024,1019.049951,127.8131105,1019.049951
2495,46274911,4,Current,Bajo,Positivo,36,B,B5,1,9,No especificado,Not Verified,Negativo,NY,east,17600,11.53013633,580.63,5203.12,11.53013633,36,580.63,5203.12,19561.20663,645.3308752,5782.915081,645.3308752,5782.915081,19561.20663,645.3308752,5782.915081,645.3308752,5782.915081
2496,46275021,4,Current,Bajo,Positivo,60,B,B1,1,5,Source Verified,Source Verified,Positivo,MD,south,20000,8.180731529,407.26,3248.99,8.180731529,60,407.26,3248.99,22228.64389,452.6418756,3611.032086,452.6418756,3611.032086,22228.64389,452.6418756,3611.032086,452.6418756,3611.032086
2497,46275289,4,No especificado,No especificado,Negativo,36,D,D4,3,18,Verified,Verified,Positivo,CT,east,13625,17.57,489.65,4380.25,17.57,36,489.6423392,4380.25,15143.26365,544.2127741,4868.350871,544.2042597,4868.350871,15143.26365,544.2127741,4868.350871,544.2042597,4868.350871
2498,46284266,4,Fully Paid,Bajo,Positivo,36,B,B5,1,9,Not Verified,Not Verified,Negativo,NJ,east,17250,11.53094296,569.09,18196.6,11.53094296,36,569.09,18196.6,19172.20536,632.5049477,20224.28707,632.5049477,20224.28707,19172.20536,632.5049477,20224.28707,632.5049477,20224.28707
2499,46284627,4,Fully Paid,Bajo,Positivo,36,B,B5,1,9,Verified,Verified,Positivo,OH,midwest,14000,11.5309212,461.87,14871.55,11.5309212,36,461.87,14871.55,15560.05073,513.3371878,16528.71946,513.3371878,16528.71946,15560.05073,513.3371878,16528.71946,513.3371878,16528.71946
2500,46285172,4,Late (31-120 days),Alto,Negativo,60,D,D3,3,17,Source Verified,Source Verified,Positivo,FL,south,18000,16.99,447.25,3113.76,16.99,60,447.2495844,3113.76,20005.7795,497.0880491,3460.733111,497.0875872,3460.733111,20005.7795,497.0880491,3460.733111,497.0875872,3460.733111
2501,46285684,4,Current,Bajo,Positivo,60,E,E1,4,20,Not Verified,Not Verified,Negativo,FL,south,10000,18.25,255.3,,18.25,60,255.2962278,1769.016871,11114.32195,283.7486393,,283.7444468,1966.142304,11114.32195,283.7486393,,283.7444468,1966.142304
2502,46295185,4,Current,Bajo,Positivo,36,B,B4,1,8,Verified,Verified,Positivo,FL,south,11000,10.99119058,360.08,3227.29,10.99119058,36,360.08,3227.29,12225.75414,400.2045047,3586.914008,400.2045047,3586.914008,12225.75414,400.2045047,3586.914008,400.2045047,3586.914008
2503,46295356,4,No especificado,No especificado,Negativo,36,C,C4,2,13,Verified,Verified,Positivo,KY,south,9025,13.99,308.41,2460.27,13.99,36,308.4092768,2460.27,10030.67556,342.7768032,2734.423286,342.7759994,2734.423286,10030.67556,342.7768032,2734.423286,342.7759994,2734.423286
2504,46305030,4,Current,Bajo,Positivo,36,C,C1,2,10,Source Verified,Source Verified,Positivo,CA,west,7000,,,2096.54,28.99,36,293.3019323,2096.54,7780.025363,,2330.162053,325.9852103,2330.162053,7780.025363,,2330.162053,325.9852103,2330.162053
2505,46305741,4,Current,Bajo,Positivo,36,B,B4,1,8,Not Verified,Not Verified,Negativo,IN,midwest,12000,10.99039065,392.81,3527.96,10.99039065,36,392.81,3527.96,13337.18634,436.5816804,3921.088326,436.5816804,3921.088326,13337.18634,436.5816804,3921.088326,436.5816804,3921.088326
2506,46305821,4,Current,Bajo,Positivo,36,A,A4,0,3,Verified,Verified,Positivo,RI,east,10000,6.921022658,308.41,2463.44,6.921022658,36,308.41,2463.44,11114.32195,342.7768032,2737.946526,342.7768032,2737.946526,11114.32195,342.7768032,2737.946526,342.7768032,2737.946526
2507,46314317,4,Current,Bajo,Positivo,60,B,B4,1,8,Source Verified,Source Verified,Positivo,WI,midwest,20000,10.99012771,434.75,3900.54,10.99012771,60,434.75,3900.54,22228.64389,483.1951467,4335.185733,483.1951467,4335.185733,22228.64389,483.1951467,4335.185733,483.1951467,4335.185733
2508,46315775,4,Late (31-120 days),Alto,Negativo,36,C,C4,2,13,Verified,Verified,Positivo,AZ,west,2400,13.99,82.02,652.43,13.99,36,82.01465532,652.43,2667.437267,91.15966861,725.1317068,91.15372837,725.1317068,2667.437267,91.15966861,725.1317068,91.15372837,725.1317068
2509,46316537,4,Current,Bajo,Positivo,36,A,A5,0,4,Not Verified,Not Verified,Negativo,ENE,RNE,1200,7.903064944,37.55,336.9,7.903064944,36,37.55,336.9,1333.718634,41.73427891,374.4415064,41.73427891,374.4415064,1333.718634,41.73427891,374.4415064,41.73427891,374.4415064
2510,46324220,4,Current,Bajo,Positivo,36,C,C4,2,13,Verified,Verified,Positivo,MI,midwest,18000,13.99000973,615.11,4906.89,13.99000973,36,615.11,4906.89,20005.7795,683.6530573,5453.675522,683.6530573,5453.675522,20005.7795,683.6530573,5453.675522,683.6530573,5453.675522
2511,46324725,4,Current,Bajo,Positivo,36,B,B1,1,5,Not Verified,Not Verified,Negativo,MI,midwest,17000,8.18114834,534.14,4791.81,8.18114834,36,534.14,4791.81,18894.34731,593.6603925,5325.771905,593.6603925,5325.771905,18894.34731,593.6603925,5325.771905,593.6603925,5325.771905
2512,46324950,4,Current,Bajo,Positivo,60,E,E2,4,21,Not Verified,Not Verified,Negativo,VA,south,14125,18.84,365.17,,18.84,60,365.1678683,2776.066254,15698.97975,405.8616945,,405.8593253,3085.409409,15698.97975,405.8616945,,405.8593253,3085.409409
2513,46337671,4,Current,Bajo,Positivo,36,B,B2,1,6,Source Verified,Source Verified,Positivo,OK,south,18000,9.171142553,573.83,4581.47,9.171142553,36,573.83,4581.47,20005.7795,637.7731363,5091.993257,637.7731363,5091.993257,20005.7795,637.7731363,5091.993257,637.7731363,5091.993257
2514,46348098,4,Current,Bajo,Positivo,36,C,C2,2,11,Source Verified,Source Verified,Positivo,CO,west,10000,,,2709.83,28.99,36,419.0027604,2709.83,11114.32195,,3011.792304,465.6931576,3011.792304,11114.32195,,3011.792304,465.6931576,3011.792304
2515,46348516,4,Current,Bajo,Positivo,36,B,B4,1,8,Source Verified,Source Verified,Positivo,WA,west,14000,10.99064206,458.28,3657.69,10.99064206,36,458.28,3657.69,15560.05073,509.3471462,4065.274424,509.3471462,4065.274424,15560.05073,509.3471462,4065.274424,509.3471462,4065.274424
2516,46348867,5,Current,Bajo,Positivo,60,C,C1,2,10,Source Verified,Source Verified,Positivo,CA,west,14000,12.2903095,313.48,2488.72,12.2903095,60,313.48,2488.72,15344.48338,343.5849035,2727.723048,343.5849035,2727.723048,15344.48338,343.5849035,2727.723048,343.5849035,2727.723048
2517,46348883,4,Current,Bajo,Positivo,36,A,A5,0,4,Not Verified,Not Verified,Negativo,DE,south,12000,7.890408449,375.43,2998.18,7.890408449,36,375.43,2998.18,13337.18634,417.2649889,3332.273778,417.2649889,3332.273778,13337.18634,417.2649889,3332.273778,417.2649889,3332.273778
2518,46349070,4,Fully Paid,Bajo,Positivo,36,C,C2,2,11,Verified,Verified,Positivo,IN,midwest,8000,12.6903525,268.36,8535.35,12.6903525,36,268.36,8535.35,8891.457558,298.2639438,9486.462783,298.2639438,9486.462783,8891.457558,298.2639438,9486.462783,298.2639438,9486.462783
2519,46349773,4,Current,Bajo,Positivo,60,E,E2,4,21,Not Verified,Not Verified,Negativo,AL,south,18150,18.84,469.23,3734.84,18.84,60,469.2245529,3734.84,20172.49433,521.5173287,4151.021418,521.5112746,4151.021418,20172.49433,521.5173287,4151.021418,521.5112746,4151.021418
2520,46356607,4,Current,Bajo,Positivo,60,C,C2,2,11,Not Verified,Not Verified,Negativo,IN,midwest,12000,12.69059605,271.14,2160.66,12.69059605,60,271.14,2160.66,13337.18634,301.3537253,2401.427086,301.3537253,2401.427086,13337.18634,301.3537253,2401.427086,301.3537253,2401.427086
2521,46356787,4,Current,Bajo,Positivo,36,C,C2,2,11,Not Verified,Not Verified,Negativo,AL,south,4000,,,1070.62,28.99,36,167.6011042,1070.62,4445.728779,,1189.921536,186.277263,1189.921536,4445.728779,,1189.921536,186.277263,1189.921536
2522,46357264,4,Current,Bajo,Positivo,36,A,A2,0,1,Not Verified,Not Verified,Negativo,CA,west,15000,6.390820622,458.99,3661.27,6.390820622,36,458.99,3661.27,16671.48292,510.136263,4069.253352,510.136263,4069.253352,16671.48292,510.136263,4069.253352,510.136263,4069.253352
2523,46358565,4,Current,Bajo,Positivo,36,B,B2,1,6,Source Verified,Source Verified,Positivo,NC,south,20000,9.170189035,637.58,5080.26,9.170189035,36,637.58,5080.26,22228.64389,708.6269387,5646.364521,708.6269387,5646.364521,22228.64389,708.6269387,5646.364521,708.6269387,5646.364521
2524,46366130,4,Current,Bajo,Positivo,36,B,B3,1,7,Not Verified,Not Verified,Negativo,FL,south,10000,9.991081135,322.63,2898.12,9.991081135,36,322.63,2898.12,11114.32195,358.581369,3221.063872,358.581369,3221.063872,11114.32195,358.581369,3221.063872,358.581369,3221.063872
2525,46366464,4,Current,Bajo,Positivo,36,A,A2,0,1,Source Verified,Source Verified,Positivo,AZ,west,25000,6.390527395,764.98,,6.390527395,36,764.98,5997.119664,27785.80487,850.2234003,,850.2234003,6665.39187,27785.80487,850.2234003,,850.2234003,6665.39187
2526,46366495,4,Current,Bajo,Positivo,60,C,C4,2,13,Not Verified,Not Verified,Negativo,CO,west,11400,13.99,265.2,2112.74,13.99,60,265.1989615,2112.74,12670.32702,294.751818,2348.167255,294.7506639,2348.167255,12670.32702,294.751818,2348.167255,294.7506639,2348.167255
2527,46367022,4,Current,Bajo,Positivo,36,C,C4,2,13,Verified,Verified,Positivo,CO,west,27050,13.99,924.38,7374.02,13.99,36,924.3735111,7374.02,30064.24087,1027.385692,8195.723232,1027.37848,8195.723232,30064.24087,1027.385692,8195.723232,1027.37848,8195.723232
